Data_Year,ID,Property_Name,Address,Energy_Rating,Property_Type,Floor_Area,Water_Use (kGal),Electricity_Use(kBtu),Natural_Gas_Use(kBtu),Total_GHG_Emissions(Metric Tons CO2e),GHG_Intensity(kg CO2e/sq ft),Latitude,Longitude,Location,Wards,Community_Area
2020,242605,850 Dewitt Place Condominiums,850 N Dewitt Pl,3.0,Multifamily Housing,280100,3162.5,3810740.1,17304593.9,1513.9,5.8,41.870132,-87.70168,"(41.870132, -87.70168)",11,37
2020,103628,1K Fulton,1000 W Fulton St,4.0,Office,622779,2590.2,17113524,16765300.3,3561.4,6.3,41.808865,-87.6267,"(41.808865, -87.6267)",46,29
2020,121059,Center on Halsted,3656 N Halsted St,1.5,Mixed Use Property,175000,4785.5,12301809.5,9632219.7,2431.5,23.5,41.948616,-87.64992,"(41.948616, -87.64992)",25,57
2017,173934,5316 S Dorchester,5316 5320 S DORCHESTER AVE,13,Multifamily Housing,53407,8967.7,821453,4994600,417.2,7.8,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2018,173935,2019 - 6920 S Crandon,6920  S CRANDON AVE,4.0,Multifamily Housing,67987,5447,621895.7,8692061.5,103.5,1.5,41.89029,-87.61816,"(41.89029, -87.61816)",33,39
2020,251554,James Ward Elementary -CPS,2701 S Shields Ave,2.0,K-12 School,85194,5545.3,1892663.6,8375569.6,740.3,8.7,41.82021,-87.612465,"(41.82021, -87.612465)",48,35
2017,173930,Snell-Hitchcock,5709  S ELLIS AVE,70,Residence Hall/Dormitory,51442,6113.3,1765237,88230,534.2,10.4,41.780464,-87.60531,"(41.780464, -87.60531)",4,9
2020,251551,Murphy Elementary -CPS,3539 W Grace St,4.0,K-12 School,85287,342.6,1031787.9,3772799.9,361.4,4.2,41.949635,-87.71709,"(41.949635, -87.71709)",12,16
2020,251556,"Jenner, Edward Elementary Academy Of The Arts -CPS",1119 N Cleveland Ave,3.5,K-12 School,90164,3082.9,2470035.5,2484290,517.4,5.7,41.976578,-87.6701,"(41.976578, -87.6701)",46,37
2019,103626,151 N Franklin St,151 N Franklin St,4.0,Office,947870,2280.8,25673430.2,24770.4,5148.1,5.4,41.884552,-87.63534,"(41.884552, -87.63534)",36,38
2017,158774,Bethany Methodist Communities,4950 N ASHLAND AVE,69,Senior Care Community,121446,7081.7,3931446,4743600,978.9,8.1,41.884483,-87.62973,"(41.884483, -87.62973)",18,31
2018,260025,457 BRE Rock SH Autunm Green Wright Campus,4239 N OAKPARK AVE,3.0,Senior Care Community,128542,3666,4517767.8,6919999.8,1119.1,8.7,41.957634,-87.797585,"(41.957634, -87.797585)",19,17
2020,103640,One North LaSalle,1 N LaSalle St,4.0,Office,554777,563.0,11875792,24213785,3139.6,5.7,41.882324,-87.632,"(41.882324, -87.632)",36,38
2018,115605,2019 - 6250 S Park Shore E,6250 6258 S PARK SHORE EAST CT,4.0,Multifamily Housing,150000,7737,1226835.8,4941799.5,204.1,1.4,41.71459,-87.68148,"(41.71459, -87.68148)",4,9
2016,148504,South Sauganash Condo Assoc (6000-6038 N. Cicero Ave.),6000 6038 N CICERO AVE,31,Multifamily Housing,225000,5545.2,1738451.5,14513051,1091.3,4.9,41.999462,-87.771194,"(41.999462, -87.771194)",29,12
2020,251563,Castellanos Elementary -CPS,2524 S Central Ave,4.0,K-12 School,84116,8279.5,1010908.5,2449380,287.9,3.4,41.868633,-87.627304,"(41.868633, -87.627304)",7,26
2021,255921,"MLK Medical Properties, LLC",2535 S Dr Martin Luther King Jr Dr,3.0,Medical Office,55184,8689.1,3888349.3,0,555.4,10.1,41.855694,-87.62849,"(41.855694, -87.62849)",9,34
2020,103639,LaSalle-Wacker Building,221 N LaSalle St,3.5,Office,540618,7966.1,13498103.8,20161411.6,3177.5,6.1,41.96422,-87.66098,"(41.96422, -87.66098)",36,38
2020,251564,Carter Elementary -CPS,5740 S Michigan Ave,3.5,K-12 School,86910,8994.9,952985.5,6033459.9,469.2,5.4,41.789722,-87.623276,"(41.789722, -87.623276)",4,7
2021,255922,1550 N Wieland (Chicago) Manager LLC,1550 N Wieland St,3.0,Multifamily Housing,64409,9687.5,1871055.5,2231547.6,385.8,6.6,41.90563,-87.63225,"(41.90563, -87.63225)",11,37
2020,251566,Beidler Elementary -CPS,3151 W Walnut St,3.0,K-12 School,86770,8322.6,1822649,4982090.1,549.1,6.3,41.88513,-87.705315,"(41.88513, -87.705315)",46,28
2018,255920,The Western,1920 N Milwaukee Ave,1.5,Multifamily Housing,53627,1085,2051976.8,2053860.9,450.5,8.4,41.9174,-87.68401,"(41.9174, -87.68401)",40,23
2020,251560,Hampton Fine & Performing Arts -CPS,3434 W 77th St,2.0,K-12 School,98776,3967.7,4562567.1,3749490,911.2,9.2,41.75376,-87.70893,"(41.75376, -87.70893)",30,69
2020,251561,New Field Primary -CPS,1707 W Morse Ave,2.0,K-12 School,85500,7990.7,3362431,3725970.1,722.7,8.5,42.00736,-87.67273,"(42.00736, -87.67273)",5,10
2020,103632,NMH Feinberg Pavilion and Galter Pavilion,251 E Huron St,4.0,Hospital (General Medical & Surgical),2200000,6490.6,193160451.5,286960500.4,45388.3,20.6,41.876854,-87.64988,"(41.876854, -87.64988)",36,37
2020,158780,4001 N Ravenswood Ave,4001 N Ravenswood Ave,4.0,Other,76800,1997.0,1573416.5,1429833.8,321.5,4.2,41.90578,-87.66365,"(41.90578, -87.66365)",18,57
2020,251567,Pershing West -CPS,3200 S Calumet Ave,4.0,K-12 School,128716,7272.4,1763099.4,6265599.8,608,4.7,41.83649,-87.618195,"(41.83649, -87.618195)",10,1
2020,251569,"Hay Community Academy, John -CPS",1016 N Laramie,4.0,K-12 School,94900,7128.6,1051328,6281029.5,497.7,5.2,41.898945,-87.755745,"(41.898945, -87.755745)",45,26
2021,255923,1650 Adams,1636 W Adams St,3.5,Multifamily Housing,56000,6171.1,809875.7,1971766.8,220.4,3.9,41.877644,-87.67413,"(41.877644, -87.67413)",46,29
2020,255924,325 S Paulina,325 S Paulina St,4.0,Office,58752,4176.9,1600767.1,562966.2,279.7,4.8,41.877644,-87.67413,"(41.877644, -87.67413)",46,29
2020,103692,CNA Building,333 S Wabash Ave,4.0,Office,1478801,4306.5,45840107.6,64228995.2,10565.7,7.5,41.88425,-87.63245,"(41.88425, -87.63245)",36,38
2018,101030,Oakwood Shores Sr,3750  S COTTAGE GROVE AVE,4.0,Multifamily Housing,76017,3154.1,1918910.8,3530270.9,506.7,6.7,41.82021,-87.612465,"(41.82021, -87.612465)",10,4
2020,102363,Lane Tech HS -CPS,2501 W Addison St,4.0,K-12 School,713935,5488.0,10420926.9,25433370.8,2977.3,4.2,41.94499,-87.69078,"(41.94499, -87.69078)",18,46
2016,101032,Parkview Towers Apartments,5110  S DR MARTIN LUTHER KING JR DR,51,Multifamily Housing,114328,4233.6,1993130.7,10458749.1,922.9,8.1,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2020,102365,Lake View HS -CPS,4015 N Ashland Ave,4.0,K-12 School,266099,4128.5,4126843.5,13774499.4,1375.7,5.2,41.955254,-87.6686,"(41.955254, -87.6686)",18,57
2016,242661,South Commons - 2921 S Michigan,2921 S MICHIGAN AVE,31,Multifamily Housing,67133,2278.5,1315643.3,6102134.8,566.6,8.4,41.84171,-87.622826,"(41.84171, -87.622826)",10,1
2017,160241,Lake Meadows 6,500 E 33rd St,54,Multifamily Housing,317830,7313.8,12381677,39386603,4381.3,13.8,41.782066,-87.67221,"(41.782066, -87.67221)",10,1
2018,160243,Arkadia Tower,765 W Adams St,4.0,Multifamily Housing,352027,10681,7786856.2,11741600.6,1919.1,5.5,41.879112,-87.646515,"(41.879112, -87.646515)",46,29
2020,160244,No. 10 Urban Court Lofts,1040 W Adams St,4.0,Multifamily Housing,568269,2527.6,7039774.7,11556899.9,1712.5,4.4,41.75392,-87.601974,"(41.75392, -87.601974)",26,29
2018,255977,3905 N Western,3905-29 N. Western Ave.,13,Multifamily Housing,72000,873,588734.8,7964733.8,97.9,1.4,41.88425,-87.63245,"(41.88425, -87.63245)",36,38
2016,175734,"Next Gateway, LLC",620 N Lasalle St,71,Retail Store,70000,5387.1,2681521.5,2333636.7,618.2,8.8,41.950726,-87.70793,"(41.950726, -87.70793)",36,37
2016,175736,"Lakeside Tower, LLC",910  W LAWRENCE AVE,70,Multifamily Housing,90780,8910.0,1009849.6,6295022.6,520.5,5.7,41.97223,-87.6646,"(41.97223, -87.6646)",18,31
2016,175735,The Resurrection Project - Casa Maravilla,2021  S MORGAN ST,68,Multifamily Housing,72205,3547.6,1751901.6,1263689.7,390,5.4,41.84915,-87.6709,"(41.84915, -87.6709)",26,33
2020,103687,Sullivan Center,1 S State St,4.0,Office,963386,5616.0,21444491.8,33790574.8,5141.6,5.3,41.810013,-87.64727,"(41.810013, -87.64727)",36,38
2021,103689,Old Post Office,404 W HARRISON ST,4.0,Office,2462640,2798.6,43990779.5,52410700.5,12037.8,4.9,41.87665,-87.63816,"(41.87665, -87.63816)",26,29
2020,105864,"Navy Pier, Inc.",600 E Grand Ave,61,Mixed Use Property,1780000,227.2,60382889.1,60504640.6,12637.6,11,41.891743,-87.604706,"(41.891743, -87.604706)",36,37
2021,256829,(IL383) - Superior House Condo,366 W. Superior,4.0,Multifamily Housing,144107,6987.0,2436224.6,2793798.2,496.3,4,41.892376,-87.63491,"(41.892376, -87.63491)",36,37
2020,231520,Lowell House,88 W Schiller St,3.0,Multifamily Housing,325351,7622.7,4428608.2,20996267.3,1806.4,6.5,41.903843,-87.635216,"(41.903843, -87.635216)",11,37
2021,256827,Wildwood IB World Magnet School,6950 N Hiawatha Avenue,4.0,K-12 School,60018,2716.2,301583.6,2748440.1,189.1,3.2,41.99103,-87.74164,"(41.99103, -87.74164)",38,12
2020,172221,Midway Square,5109 5151 S PULASKI RD,3.0,Strip Mall,98574,5608.1,3152643.2,3421135.5,673.7,12.1,41.840508,-87.6162,"(41.840508, -87.6162)",6,60
2020,159249,Atrium Village,303 W Division St,1.0,Multifamily Housing,143463,6854.3,4125043.2,11704198.2,1265.5,8.8,41.869255,-87.62625,"(41.869255, -87.62625)",46,37
2020,159247,Patrick F Sullivan Apts,1633 W Madison St,4.0,Multifamily Housing,367510,4938.7,7815199.3,20065580,2285.5,6.2,41.880684,-87.66808,"(41.880684, -87.66808)",46,29
2016,260086,Museum Walk Apartments,5541  S EVERETT AVE,42,Multifamily Housing,77000,6292.1,1374749.4,6092484.4,577,7.5,41.780464,-87.60531,"(41.780464, -87.60531)",4,9
2020,165924,Lincoln Park Plaza,600 W Diversey Pkwy,2.5,Multifamily Housing,328617,1070.4,6508979.5,17372028.3,1938.6,7.2,41.87827,-87.64809,"(41.87827, -87.64809)",25,57
2020,101043,Manley Career Academy HS -CPS,2935 W Polk St,4.0,K-12 School,213820,2512.9,2801592.7,13167669.7,1136.6,5.3,41.883114,-87.64488,"(41.883114, -87.64488)",23,28
2018,112157,Waveland Gardens,626 640 W WAVELAND AVE,2.0,Multifamily Housing,56000,3374,667431.2,4405700,345,6.2,41.95402,-87.662025,"(41.95402, -87.662025)",18,57
2020,160237,134 N. LaSalle LLC,134 N LaSalle St,4.0,Office,215572,7455.9,8121139.9,8770740.4,1733.3,8.5,41.884125,-87.63274,"(41.884125, -87.63274)",36,38
2020,239488,1111 S. Wabash Condominium Association,1111 S Wabash Ave,1.0,Multifamily Housing,499172,6109.4,12625262.8,26980933.6,3403.5,8.5,41.868763,-87.62537,"(41.868763, -87.62537)",10,38
2020,114339,Sheridan Point Condominium Association,6325  N SHERIDAN RD,2.5,Multifamily Housing,186552,1579.5,2664645.7,11140923.9,1007.6,6.5,41.886078,-87.63304,"(41.886078, -87.63304)",16,76
2020,243527,RiverView Condominium Association,445 E North Water St,2.5,Multifamily Housing,1135720,6369.5,25481399.4,22416384.5,5167.5,6.2,41.88925,-87.615944,"(41.88925, -87.615944)",36,37
2020,240019,(IL298) - 1555 Astor Condo,1555 N Astor St,1.0,Multifamily Housing,383962,7239.4,17736623.9,11755056.6,3392.5,11,41.86842,-87.62414,"(41.86842, -87.62414)",34,37
2021,256834,Fulton Ogden Venture LLC,1375 Fulton,6,Office,463854,1570.2,2076524.4,7345687.4,31209.7,77.3,41.88321,-87.65877,"(41.88321, -87.65877)",46,29
2019,255504,601 W Polk Street,601 W Polk Street,1.0,Data Center,104000,4521.8,43612422.8,800561.8,7255.5,69.8,41.88,-87.65484,"(41.88, -87.65484)",26,29
2021,256835,Trailhead,1744 Western Ave,4.0,Multifamily Housing,152347,9286.3,1204920.5,805200,214.9,1.6,42.012226,-87.69301,"(42.012226, -87.69301)",27,20
2018,124139,Fullerton Court Apartments,2303  N CLYBOURN AVE,1.0,Multifamily Housing,141982,8665,11112280.1,5449472.3,2138.1,15.1,41.922012,-87.65462,"(41.922012, -87.65462)",34,68
2016,175728,808-12 Junior Terrace LLC,808 812 W JUNIOR TER,93,Multifamily Housing,76690,6410.3,2925612.6,1351652.4,611,8,41.95402,-87.662025,"(41.95402, -87.662025)",18,57
2021,256831,Aspire Residences,2111 S Wabash Ave,3,Multifamily Housing,322740,2660.9,6727147,8342775.3,1403.9,5.1,41.809326,-87.59248,"(41.809326, -87.59248)",36,37
2016,159250,Van Buren Park Apartments,2045 W Jackson Blvd,50,Multifamily Housing,210619,9635.9,8430901.9,4438184.6,1789.7,8.5,41.883194,-87.628685,"(41.883194, -87.628685)",46,29
2020,101039,Marshall Metro HS -CPS,3250 W Adams St,4.0,K-12 School,366981,9427.8,5576535.3,16240537.7,1732.9,4.7,41.879097,-87.707405,"(41.879097, -87.707405)",23,28
2021,256838,University of Chicago Medical Center,5841 S. Maryland Ave MC0985,1.0,Hospital (General Medical & Surgical),5441713,2155.0,619040524.8,5073316.9,137220.8,25.2,41.88425,-87.63245,"(41.88425, -87.63245)",36,38
2017,260091,5550 Dorchester,5550 5556 S DORCHESTER AVE,18,Multifamily Housing,81194,1934.2,1581469,11627075,910,11.2,41.869255,-87.62625,"(41.869255, -87.62625)",4,9
2016,260074,236-Senior Suites of Rainbow Beach,2804  E 77TH PL,63,Senior Care Community,60500,6423.1,1819919.9,3010100.1,495.3,8.2,41.88712,-87.656815,"(41.88712, -87.656815)",33,39
2020,242643,(IL296) - 1400 Museum Park Condo,100 E 14th St,4.0,Multifamily Housing,645473,4189.6,11721374.2,9670043.1,2343,4.3,41.864494,-87.623695,"(41.864494, -87.623695)",9,34
2016,260078,Auburn Commons,1626  W 87TH ST,92,Multifamily Housing,64220,1755.7,2512068.3,4030304.3,677.1,10.5,41.740234,-87.65353,"(41.740234, -87.65353)",13,70
2017,102340,Grand on Grand Condominium Association,200  W GRAND AVE,59,Multifamily Housing,192102,819.7,6584846,10796906,1791,9.3,41.891983,-87.63699,"(41.891983, -87.63699)",36,37
2018,260077,The Renaissance,901 905 W ARGYLE ST,2.5,Multifamily Housing,64292,2640,841767.7,5912899.5,454.1,7.1,41.97223,-87.6646,"(41.97223, -87.6646)",18,31
2020,160264,K2 Apartments,365 N Halsted St,4.0,Multifamily Housing,771816,930.8,12625754.5,27100799.2,3409.9,4.8,41.8883,-87.64749,"(41.8883, -87.64749)",36,29
2020,160266,Parc Huron,469 West Huron St,4.0,Multifamily Housing,441694,7069.4,7617963.6,11066874.9,1776.7,5,41.894665,-87.64077,"(41.894665, -87.64077)",36,37
2020,160260,Axis Apartments & Lofts,441 E Erie St,1.0,Multifamily Housing,571181,8961.8,46471010.6,5377700.3,7538.3,13.2,41.894234,-87.61662,"(41.894234, -87.61662)",36,37
2020,244826,Park Tower Condominium Association,5415 N Sheridan Rd,2.5,Multifamily Housing,990049,7370.3,18700980.5,50695097.9,5611.3,6.5,41.9803,-87.65446,"(41.9803, -87.65446)",16,76
2020,160262,Dearborn Homes,2960 S Federal St,2.0,Multifamily Housing,706989,7002.6,20715234.6,68851921,7159,10.1,41.84018,-87.629326,"(41.84018, -87.629326)",9,1
2018,255954,Elevate Lincoln Park,930 W Altgeld St,4.0,Multifamily Housing,320600,3336,7821634.7,1316563.2,1371.2,4.3,41.925217,-87.64292,"(41.925217, -87.64292)",34,68
2020,251597,Okeeffe Elementary -CPS,6940 S Merrill Ave,3.0,K-12 School,95310,5472.4,2261981.9,4872830.4,611.8,6.4,41.7687,-87.5731,"(41.7687, -87.5731)",33,39
2020,251598,Joplin Elementary -CPS,7931 S Honore St,2.5,K-12 School,77483,1190.7,1261282.5,6240710.2,528.3,6.8,41.749496,-87.66913,"(41.749496, -87.66913)",31,70
2020,251592,"Cleveland Elementary, Grover -CPS",3121 W Byron St,3.5,K-12 School,97461,853.8,1338820.9,6167369.8,536.5,5.5,41.95163,-87.70631,"(41.95163, -87.70631)",20,16
2020,102336,Institute of Cultural Affairs,4750 N Sheridan Rd,4.0,Office,206154,7591.5,2249637.3,9225368.1,926.8,5.1,41.795612,-87.59892,"(41.795612, -87.59892)",39,31
2016,104511,Hollywood Property,1040  W HOLLYWOOD AVE,48,Multifamily Housing,70000,1606.5,781443.5,4641624,390.6,5.6,41.990902,-87.66661,"(41.990902, -87.66661)",16,76
2020,175754,Haymarket Lofts,120 N Green St,3.5,Multifamily Housing,67090,545.9,1222546.9,4153248,411.4,6.1,41.845505,-87.630554,"(41.845505, -87.630554)",46,29
2018,102335,Park Shore,4302 4312 N SHERIDAN RD,3.5,Multifamily Housing,53136,1644,480931.6,3281342.6,254.3,4.8,41.95402,-87.662025,"(41.95402, -87.662025)",18,57
2021,255958,625 West  Adams,625 W Adams St,4.0,Office,645891,6296.2,14540122,6510,2079.1,4.3,41.881702,-87.64285,"(41.881702, -87.64285)",36,29
2018,102337,Buena Shores,833  W BUENA AVE,3.0,Multifamily Housing,185358,8656,3597196.5,14011170.1,1342.6,7.2,41.95402,-87.662025,"(41.95402, -87.662025)",18,57
2020,159287,Medical District Apartments,901 903 S Ashland Ave,3.0,Multifamily Housing,466294,9405.1,9155582.8,17488328.8,2357.8,6.9,41.869766,-87.666016,"(41.869766, -87.666016)",23,29
2021,255956,465 North Park,465 N Park Dr,2.5,Multifamily Housing,592241,7572.6,17056727.9,14623253.1,3212.9,6,41.89524,-87.6232,"(41.89524, -87.6232)",36,37
2019,260083,Country Club Apartments,6930 6950 S SOUTH SHORE DR,64,Multifamily Housing,142961,2924.1,2226743.6,9053143.8,10073.2,84.4,41.87373,-87.62548,"(41.87373, -87.62548)",33,39
2020,255957,Old Town Park,1140 N Wells St,1.0,Multifamily Housing,444126,427.0,14564097.9,13689918.2,3000.1,9.6,41.90563,-87.63225,"(41.90563, -87.63225)",11,37
2020,242655,10 E. Delaware Condominium Association,10 E Delaware Pl,3.5,Multifamily Housing,449653,3472.2,11188067.2,13141857.6,2444.1,6.6,41.886215,-87.6182,"(41.886215, -87.6182)",36,37
2016,103681,Fordham Hall- ID# 103681,6427-6455 N Sheridan Rd,71,Residence Hall/Dormitory,113750,3585.0,3800708.7,7069824.2,1076.1,9.5,41.798447,-87.61785,"(41.798447, -87.61785)",5,10
2018,103682,2019 - 4624 S Ellis,4624  S ELLIS AVE,4.0,Multifamily Housing,100332,8273,917314.2,1024842.8,152.6,1.5,41.779964,-87.61674,"(41.779964, -87.61674)",10,4
2020,160257,Elm Street Plaza,1130 N Dearborn St,1.5,Multifamily Housing,465907,3574.7,9814225.4,26404327.9,2934.2,7.7,41.902924,-87.63042,"(41.902924, -87.63042)",11,37
2020,161103,618 S Michigan Ave,618 S Michigan Ave,1.0,College/University,91447,5766.9,6947094.4,2586560.2,1129.6,12.4,41.87381,-87.624794,"(41.87381, -87.624794)",36,38
2020,113466,Franklin Building,720  S DEARBORN ST,2.0,Multifamily Housing,80626,5209.7,2064171.3,4736631.8,573.7,7.1,41.868633,-87.627304,"(41.868633, -87.627304)",10,38
2016,114798,The Woodlawn Condominium Association,5042 5056 S WOODLAWN AVE,8,Multifamily Housing,59728,8461.9,334884.4,3025161.3,222.4,3.7,41.922012,-87.65462,"(41.922012, -87.65462)",33,8
2016,114316,Ridgemore Condominium Complex,6433  W BELLE PLAINE AVE,93,Multifamily Housing,61000,7998.7,854952,2893320,311.3,5.1,41.945305,-87.801865,"(41.945305, -87.801865)",19,17
2020,121093,#1107 Chicago South Loop,1430 S Ashland Ave,3.5,Supermarket/Grocery Store,156788,2774.9,14404113.6,13408109.9,2960.2,18.9,41.89029,-87.61816,"(41.89029, -87.61816)",23,29
2020,231536,1212 N. Wells CA,1212 N Wells St,4.0,Multifamily Housing,232186,4635.2,3932569.3,7392078.2,1006.4,5.5,41.90437,-87.63502,"(41.90437, -87.63502)",11,37
2020,255965,5430 N. Sheridan,5430 N. Sheridan Rd.,2.5,Multifamily Housing,82133,806.0,1517835,3708784.8,433.9,7.2,41.96846,-87.65661,"(41.96846, -87.65661)",39,31
2021,256810,Montclare Senior Residences of Calumet Heights,9401 S STONY ISLAND AVE,2.5,Multifamily Housing,130550,4586.5,3323330,5787772.4,782.1,6,41.920395,-87.756165,"(41.920395, -87.756165)",35,41
2021,256811,David Rubenstein Forum,1201 E 60TH ST,1.0,Convention Center,97285,1177.5,4252488.2,5671865.8,1101.6,11.3,41.77693,-87.609505,"(41.77693, -87.609505)",4,9
2018,101013,7332 N. Damen,7320 7332 N DAMEN AVE,4.0,Multifamily Housing,55000,441,792645.1,3950407.9,341.7,6.2,42.0088,-87.69503,"(42.0088, -87.69503)",27,20
2018,175740,Heartbreak Loftominium Association,17  N LOOMIS ST,3.0,Multifamily Housing,90000,1758,1264412.1,4433961.6,445.9,5,41.873993,-87.65168,"(41.873993, -87.65168)",48,29
2018,103677,150 North Riverside Plaza,150 N RIVERSIDE PLAZA,4.0,Office,1487050,16716,75694128.2,1865254.6,12691.9,8.5,41.975525,-87.69722,"(41.975525, -87.69722)",36,29
2016,112141,(IL572) - 3470 N Lake Shore Dr,3470  N LAKE SHORE DR,68,Multifamily Housing,132493,8458.1,3307753.2,6471495,953.4,7.2,41.810013,-87.64727,"(41.810013, -87.64727)",25,57
2020,159276,"Foxboro Properties, LLC",6201 S Emerald Dr,4.0,Office,186800,6638.8,4206069.4,1230492,721.8,8.3,41.770348,-87.64317,"(41.770348, -87.64317)",32,66
2020,255967,The Buyer's Market Inc,4545 W Division St,3.0,Enclosed Mall,307520,9676.4,2940952.9,1642420.7,546.2,3.6,41.90412,-87.71241,"(41.90412, -87.71241)",49,24
2021,105858,Arlington Place,546 550 W ARLINGTON PL,4.0,Multifamily Housing,55360,9766.0,1532270.2,1438422.2,295.3,5.3,41.845505,-87.630554,"(41.845505, -87.630554)",34,68
2021,256815,Logan - (lg058),2480 N MILWAUKEE AVE,54,Multifamily Housing,285767,8344.2,6262943.8,1273170.4,13489.3,45.0,41.921024,-87.691376,"(41.921024, -87.691376)",41,23
2020,252027,CICS Wrightwood,8130 S California Ave,3.5,K-12 School,150000,8106.3,1384705.6,3162100,384.1,7.1,41.762592,-87.57232,"(41.762592, -87.57232)",30,69
2020,252021,CICS St. Basil,1816 W Garfield Blvd,4.0,K-12 School,150000,747.2,1235075.8,2292899.8,314.5,5.5,41.793297,-87.68838,"(41.793297, -87.68838)",2,59
2020,105441,Archer Courts Apartments,2220 2242 S PRINCETON AVE,4.0,Multifamily Housing,123137,7923.7,1094719.7,14973136.3,966.1,7.8,41.782066,-87.67221,"(41.782066, -87.67221)",48,35
2020,242238,535 North Michigan,535 N Michigan Ave,3.5,Multifamily Housing,448591,7189.9,13307967,20758914.4,3179.6,7.1,41.92075,-87.70153,"(41.92075, -87.70153)",36,37
2020,242236,University Station CA,1550 S Blue Island Ave,2.5,Multifamily Housing,384369,9141.8,8771463.8,10876300.1,1946.6,6.5,41.860607,-87.6597,"(41.860607, -87.6597)",26,29
2020,221751,Appleville Condominium,501 W 24th Pl,4.0,Multifamily Housing,302000,6106.9,6233898.1,6036400.2,1293.5,5,41.847878,-87.63925,"(41.847878, -87.63925)",48,35
2020,118737,"Target, Chicago Peterson Ave (2079)",2112 W Peterson Ave,3.5,Retail Store,408694,9240.9,7996445.4,5541299.8,1542.3,9.6,41.94662,-87.70269,"(41.94662, -87.70269)",24,20
2020,116559,Trinity Acres,3939  S CALUMET AVE,4.0,Multifamily Housing,59133,1273.0,1050135.1,2051384.4,272.9,5.4,41.82021,-87.612465,"(41.82021, -87.612465)",10,4
2020,252041,Bookstore,970 E 58th St,4.0,Retail Store,50162,2901.6,1970044.5,6008051.4,471.4,9.4,41.78959,-87.602325,"(41.78959, -87.602325)",33,8
